-0.327938	0.208979	1.000000
-0.675178	0.596735	-1.000000
-0.474058	0.853089	-1.000000
0.495896	0.244218	-1.000000
0.137755	-0.094751	1.000000
0.352872	0.713896	-1.000000
0.278709	-0.107149	1.000000
0.416637	0.455445	-1.000000
-0.397045	-0.863225	-1.000000
-0.888330	0.407172	-1.000000
0.563901	-0.138678	-1.000000
0.212676	0.138166	1.000000
-0.314831	-0.079919	1.000000
-0.501063	-0.395842	-1.000000
-0.690333	-0.675549	-1.000000
0.006661	0.009881	1.000000
-0.679460	0.720467	-1.000000
-0.451401	0.531332	-1.000000
-0.370645	-0.678227	-1.000000
-0.010424	0.562507	-1.000000
0.172969	0.022921	1.000000
0.476019	0.101046	1.000000
-0.111209	-0.573992	-1.000000
0.001246	0.001548	1.000000
0.580622	0.561280	-1.000000
0.565371	-0.203643	-1.000000
-0.300435	0.247653	1.000000
0.279292	-0.395845	1.000000
-0.232089	-0.819414	-1.000000
-0.235623	-0.164683	1.000000
-0.001357	-0.004725	1.000000
0.197169	0.452462	1.000000
-0.107482	0.115638	1.000000
-0.318445	0.581096	-1.000000
0.146232	-0.224073	1.000000
-0.177291	0.148883	1.000000
-0.010789	-0.009086	1.000000
0.124624	-0.628555	-1.000000
0.123834	0.024285	1.000000
0.023675	0.925464	-1.000000
0.356272	0.148787	1.000000
-0.066226	0.060056	1.000000
-0.236892	0.336128	1.000000
-0.326494	-0.409204	-1.000000
-0.669043	-0.198129	-1.000000
0.033686	-0.052240	1.000000
0.330901	0.664993	-1.000000
-0.016954	-0.210534	1.000000
0.047966	0.209875	1.000000
0.026757	-0.069039	1.000000
-0.495442	0.261461	-1.000000
-0.313701	0.312622	1.000000
-0.311449	0.706715	-1.000000
0.401887	0.562010	-1.000000
-0.252454	-0.270900	1.000000
-0.615861	0.122022	-1.000000
0.793064	-0.336903	-1.000000
0.021608	-0.450615	1.000000
-0.393901	0.256835	1.000000
-0.368251	-0.551204	-1.000000
-0.479982	0.667004	-1.000000
-0.315552	-0.637653	-1.000000
-0.009883	0.083447	1.000000
0.367861	0.781026	-1.000000
0.174690	-0.439247	1.000000
0.170936	-0.177377	1.000000
0.030320	-0.429770	1.000000
0.662553	0.712033	-1.000000
-0.237076	-0.171943	1.000000
-0.338047	-0.111225	1.000000
0.258783	0.573421	-1.000000
0.152162	0.286773	1.000000
-0.018540	-0.034550	1.000000
0.308248	0.770761	-1.000000
0.430689	0.006389	1.000000
0.166565	-0.714179	-1.000000
-0.009611	0.469148	1.000000
-0.140246	-0.113796	1.000000
0.282118	0.103897	1.000000
0.306277	0.847730	-1.000000
0.051814	-0.210065	1.000000
0.530479	-0.806389	-1.000000
-0.039971	0.091215	1.000000
-0.451064	-0.036809	1.000000
-0.544069	-0.648667	-1.000000
-0.483370	-0.028140	1.000000
0.130393	0.879411	-1.000000
0.632185	-0.357099	-1.000000
0.130281	0.166256	1.000000
0.093308	0.754317	-1.000000
0.498682	-0.176903	-1.000000
-0.714822	0.203412	-1.000000
-0.277292	0.620478	-1.000000
-0.030504	-0.139242	1.000000
-0.326483	-0.161553	1.000000
0.307250	0.036855	1.000000
0.175863	0.301491	1.000000
-0.181308	0.001507	1.000000
0.060851	-0.263782	1.000000
0.571052	0.083392	-1.000000
